County,Market Name,Market Location,Address Line 1,City,State,Zip,Contact,Phone,Market Link,Operation Hours,Operation Season,Operating Months,FMNP,SNAP,FCC Issued,FCC Accepted,Latitude,Longitude,Georeference
Rensselaer,Veggie Mobile-Van Rensselaer Heights,460 Forbes Ave. Rensselaer,460 Forbes Avenue,Rensselaer,NY,12144,Audrey Bridge,5182748685,http://www.capitalroots.org,Thu 10:45am-11:15am,Year-round,YR,N,Y,N,Y,42.65953,-73.73008,"(42.65953, -73.73008)"
Richmond,Saint George Greenmarket,35 Hyatt St. at St. Mark's Place Staten Island,St Marks Pl and Hyatt St,Staten Island,NY,10301,Siobahn Keys,2127887476,http://www.grownyc.org/greenmarket/staten-island/saint-george,Saturday  9am-1pm,Year-round,YR,N,Y,N,Y,40.64159,-74.07791,"(40.64159, -74.07791)"
Rockland,Nyack Farmers' Market,119 Main St. Municipal Parking Lot,Main St and Franklin St,Nyack,NY,10960,Roger Cohen,8453532221,http://www.nyackchamber.org,Thursday  8am-2pm,Year-round,YR,N,Y,N,Y,41.09154,-73.9216,"(41.09154, -73.9216)"
Saratoga,Halfmoon Farmers' Market,1 Halfmoon Town Plaza,2 Halfmoon Town Plaza,Halfmoon,NY,12065,Ross MacNeil,5183717410,,Wed 3pm-7pm,Year-round,YR,Y,N,N,Y,42.85348,-73.72559,"(42.85348, -73.72559)"
Saratoga,Saratoga WINTER Farmers' Market,"Wilton Mall 3065 NY-50 Saratoga Springs, Food Court/Bow Tie Cinemas entrance",3065 NY-50,Saratoga Springs,NY,12866,Toni Nastasi,5189269962,http://www.saratogafarmersmarket.org,Saturday  9:30am-1:30pm,November -April,M/X/W/P,N,Y,Y,Y,43.06464,-73.79044,"(43.06464, -73.79044)"
Saratoga,Veggie Mobile Sprout-John S. Moore,2 Harris Ave. Mechanicville,2 Harris Avenue,Mechanicville,NY,12118,Audrey Bridge,5182748685,http://www.capitalroots.org,Fri 3:30pm-4:00pm,Year-round,YR,N,Y,N,Y,42.89934,-73.69122,"(42.89934, -73.69122)"
Saratoga,Veggie Mobile Sprout-Mechanicville Sr Center,178 North Main Street Mechanicville,178 North Main Street,Mechanicville,NY,12118,Audrey Bridge,5182748685,http://www.capitalroots.org,Fri 2:30pm-3:15pm,Year-round,YR,N,Y,N,Y,42.90829,-73.68374,"(42.90829, -73.68374)"
Schenectady,Schenectady Greenmarket,Franklin St and Jay St. near City Hall,Franklin St and Jay St,Schenectady,NY,12305,Cheryl Whilby,5189860318,http://www.schenectadygreenmarket.org,Sun 10am-2pm,April 3-November 20,P/M,Y,Y,N,Y,42.81372,-73.94015,"(42.81372, -73.94015)"
Schenectady,Schenectady WINTER Greenmarket,"Proctors Theater, 432 State St.",432 State St.,Schenectady,NY,12305,Erika Baer,5189860318,http://www.schenectadygreenmarket.com,Sunday  10am-2pm,"December 5-April 24, 2022",X/W/P,N,Y,N,Y,42.812373,-73.941802,"(42.812373, -73.941802)"
Schenectady,Veggie Mobile-Father Leo Obrien,3151 Marra Lane Schenectady,3151 Marra Lane,Schenectady,NY,12303,Audrey Bridge,5182748685,http://www.capitalroots.org,Mon 1pm-1:45pm,Year-round,YR,N,Y,N,Y,42.76062,-73.94004,"(42.76062, -73.94004)"
Schenectady,Veggie Mobile-Hillside View Apts,602 Craig Street  Schenectady,602 Craig Street,Schenectady,NY,12307,Audrey Bridge,5182748685,http://www.captialroots.org,Friday 2:15pm-3pm,Year-round,YR,N,Y,N,Y,42.80323,-73.93741,"(42.80323, -73.93741)"
Schenectady,Veggie Mobile-Hometown Health Ctr,1044 State Street Schenectady,1044 State Street,Schenectady,NY,12307,Audrey Bridge,5182748685,http://www.capitalroots.org,Mon 2pm-2:45pm,Year-round,YR,N,Y,N,Y,42.8014,-73.9278,"(42.8014, -73.9278)"
Schenectady,Veggie Mobile-Schenectady DSS,797 Broadway Schenectady,797 Broadway,Schenectady,NY,12305,Audrey Bridge,5182748685,http://www.capitalroots.org,Mon  3pm-3:45pm,Year-round,YR,N,Y,N,Y,42.80375,-73.95193,"(42.80375, -73.95193)"
Schenectady,Veggie Mobile Sprout-Schenectady Day Nursery,25 Lafayette St Schenectady,25 Lafayette St,Schenectady,NY,12307,Audrey Bridge,5182748685,http://www.captialroots.org,Monday 4pm-4:30pm,Year-round,YR,N,Y,N,Y,42.81479,-73.93633,"(42.81479, -73.93633)"
Schenectady,Veggie Mobile-Summit Towers,720 Albany St. Schenectady,720 Albany street,Schenectady,NY,12307,Audrey Bridge,5182748685,http://www.capitalroots.org,Fri 1:30pm-2pm,Year-round,YR,N,Y,N,Y,42.80923,-73.93822,"(42.80923, -73.93822)"
Schenectady,Veggie Mobile-Ten Eyck Apts,375 Broadway Schenectady,375 Broadway,Schenectady,NY,12305,Audrey Bridge,5182748685,http://www.capitalroots.org,Fri 3:15pm-4pm,Year-round,YR,N,Y,N,Y,42.80919,-73.94511,"(42.80919, -73.94511)"
Schoharie,Barber Family Farm Stand,3617 State Route 30 Middleburgh,3617 State Route 30,Fulton,NY,12122,Sarah Barber,5188275454,http://www.barbersfarm.com,"Wed-Sun 9am-5:30pm, Winter hours change",Year-round,YR,Y,Y,N,Y,42.58123,-74.39189,"(42.58123, -74.39189)"
Schoharie,Parsons Vegetable Farm Farm Stand,756 US Highway 20 Sharon Springs,756 US Highway 20,Sharon Springs,NY,13459,Kenyon Parsons,5182842330,,Daily  10am-6pm,Year-round,YR,N,N,N,Y,42.78332,-74.60004,"(42.78332, -74.60004)"
Schoharie,Schoharie Valley Farms Farm Stand,"""The Carrot Barn"", 5605 State Route 30",5605 State Route 30,Schoharie,NY,12157,Shirley Ball,5182957139,http://www.schoharievalleyfarms.com,Daily 9am-6pm,Year-round,YR,Y,Y,N,Y,42.68477,-74.29692,"(42.68477, -74.29692)"
Steuben,Bath Wednesday Farmers' Market,Pulteney Square Park Steuben St.,Steuben St and Liberty St,Bath,NY,14810,Hazel Buck,6077943494,,Wed 9am-2pm,May 4-October 26,P/M,Y,Y,N,Y,42.33353,-77.31842,"(42.33353, -77.31842)"
Steuben,Dave's Produce Farm Stand,6719 State Route 415 S Bath,6719 State Route 415 South,Bath,NY,14810,David Hyer,6077947043,,"Mon-Fri 10am-6pm, Sat 9am-5pm Sun 10am-5pm",May 1-December 24,P/M/X,Y,N,N,Y,42.32583,-77.29073,"(42.32583, -77.29073)"
St. Lawrence,Canton Friday Farmers' Market,Village Green Park 17 Park St @ Main St.,Village Green Park  Main St.,Canton,NY,13617,Carlene Doane,3156058133,,Fri 9am-2pm,May 27-October 28,P/M,Y,Y,N,Y,44.59564,-75.16728,"(44.59564, -75.16728)"
St. Lawrence,Canton Tuesday Farmers' Market,Village Green Park 17 Park st at Main St.,Main St and Park St,Canton,NY,13617,Carlene Doane,3156058133,,Tue 9am-2pm,May 27-October 28,P/M,Y,Y,N,Y,44.59564,-75.16921,"(44.59564, -75.16921)"
St. Lawrence,Martin's Farm Stand,11 Needham Rd. Potsdam,11 Needham Rd.,Potsdam,NY,13676,Daniel Martin,3152651246,http://www.martinsfarmstand.com,"Daily 10am-6pm, Closed Sun",Year-Round,YR,Y,Y,N,Y,44.67107,-74.90401,"(44.67107, -74.90401)"
Suffolk,Andrews Family Farm Farm Stand,1038 Sound Ave  Calverton,1038 Sound Ave,Calverton,NY,11933,Rose Andrews,6319290038,,Daily 9am-5pm,April 21-October 23,P/M,Y,N,N,Y,40.94993,-72.80243,"(40.94993, -72.80243)"
Suffolk,Bethel Hobbs Community Farm Stand,178 Oxhead Rd.  Centereach,178 Oxhead Road,Centereach,NY,11720,Ann Pellegrino,6317741556,http://www.hobbsfarm.info,Sat 10am-3pm,June 18-October 15,P/M,Y,N,N,Y,40.872,-73.09635,"(40.872, -73.09635)"
Suffolk,East Hampton Farmers' Market,Herrick Park  Parking lot side,60 Spinner Lane,East Hampton,NY,11937,Katherine Plumb,6317259133,,"Fri 9am-1pm, Sun 10am-2pm (9/11 - 11/27)",May 13-September 9,P/M,Y,Y,N,Y,40.9779,-72.17646,"(40.9779, -72.17646)"
Sullivan,Callicoon Farmers' Market,Callicoon Creek Park 23 Dorrer Drive,23 Dorrer Drive,Callicoon,NY,12723,Kaylin Joslin,6076436667,http://www.callicoonfarmersmarket.org,Sun 11am-2pm,Year-round,YR,Y,N,N,Y,41.76559,-75.05797,"(41.76559, -75.05797)"
Sullivan,Fare View Gardens Farm Stand,584 Budd Rd. Woodbourne,Budd Road,Woodbourne,NY,12788,Ryan Mitro,2072101733,,"Daily 9am-6pm , closed Friday",Year-round,YR,N,N,N,Y,41.77132,-74.56862,"(41.77132, -74.56862)"
Sullivan,Narrowsburg Farmers Market,7 Erie Avenue Narrowsburg,7 Eric Ave,Narrowsburg,NY,12764,Greg Swartz,5709820050,,Saturday  10am-1pm,May 14-October 29,P/M,N,N,N,Y,41.6052,-75.06393,"(41.6052, -75.06393)"
Tompkins,Ithaca Farmers' Market (East Hill Wed),East Hill Plaza 380 Pine Tree Rd.,380 Pine Tree Road,Ithaca,NY,14850,Kelly Sauve,6072737109,http://www.ithacamarket.com,Wed 4pm-7pm,May 4-October 26,P/M,Y,Y,N,Y,42.4385,-76.46559,"(42.4385, -76.46559)"
Tompkins,Ithaca Farmers' Market (Steamboat Sat),"Steamboat Landing, 545 Third St. Extension off Rt. 13",545 Third Street,Ithaca,NY,14850,Kelly Sauve,6072737109,http://www.ithacamarket.com,Sat 9am-3pm,April 2-December 17,P/M/X,Y,Y,N,Y,42.44958,-76.50785,"(42.44958, -76.50785)"
Tompkins,Ithaca Farmers' Market (Steamboat Sun),"Steamboat Landing, 545 Third St. Extension off Rt. 13",545 Third Street,Ithaca,NY,14850,Kelly Sauve,6072737109,http://www.ithacamarket.com,Sun 10am-2pm,April 2-December 17,P/M/X,Y,Y,N,Y,42.44958,-76.50782,"(42.44958, -76.50782)"
Tompkins,Ithaca WINTER Farmers' Market,"Triphammer Plaza, 2255 Triphammer Road",2255 Triphammer Road,Ithaca,NY,14850,Kelly Sauve,6072737109,http://www.ithacamarket.com,Saturday  10:30am-2pm,January 8-March 26,W/P,N,Y,Y,Y,42.44097,-76.51093,"(42.44097, -76.51093)"
Ulster,Kingston Farmers' Market,285 Wall Street,Wall St and John St,Kingston,NY,12401,Laura Crimmins,6462624672,http://www.kingstonfarmersmarket.org,Sat 9am-2pm,May 7-December 17,P/M,Y,Y,N,Y,41.93384,-74.01968,"(41.93384, -74.01968)"
Ulster,Kingston WINTER Farmers' Market,"County Courthouse lot  285 Wall St, Jan/Feb only:  Senate Garage 4 N. Front St.",272 Wall Street,Kingston,NY,12401,Laura Crimmins,6462624672,http://www.kingstonfarmersmarket.org,Alt Saturdays  10am-2pm,December 4-April 23,X/W/P,N,Y,Y,Y,41.93286,-74.01884,"(41.93286, -74.01884)"
Ulster,Woodstock Farm Festival Farmers' Market,20 Mountainview Ave parking lot,20 Mountainview Avenue,Woodstock,NY,12498,Rachel Lauginiger,7173432787,http://www.woodstockfarmfestival.com,Wednesday  3pm-7pm,May 18-October 12,P/M,N,Y,N,Y,42.04018,-74.11797,"(42.04018, -74.11797)"
Warren,Glens Falls Farmers' Market,South Street Market Pavilion,25 South Street,Glens Falls,NY,12801,Richard Sandora,5186810438,http://www.glensfallsfarmersmarket.com,Saturday  8am-12pm,May 7-October 29,P/M,N,Y,N,Y,43.3099,-73.64699,"(43.3099, -73.64699)"
Warren,Glens Falls WINTER Farmers' Market,"Aviation Mall, 578 Aviation Rd, Queensbury, NY 12804","578 Aviation Rd,, NY",Queensbury,NY,12804,Richard Sandora,5186810438,http://www.glensfallsfarmersmarket.com,Saturday  9am-12pm,"November 6-April 30, 2022",M/X/W/P,N,Y,N,Y,43.30817,-73.6419,"(43.30817, -73.6419)"
Washington,Cambridge Valley Farmers' Market,24 South Park St.,24 South Park Street,Cambridge,NY,12816,Debby Jaffe,5186778128,http://www.cambridgevalleyfarmersmarket.com,Sun 10am-1pm,May 22-October 30,P/M,Y,N,N,Y,43.02833,-73.38093,"(43.02833, -73.38093)"
Westchester,Larchmont Farmers' Market,"122 Myrtle Blvd. Larchmont, Metro North lot off Chatsworth Ave.",Metro-North parking deck off Chatsworth Avenue,Larchmont,NY,10538,Dacotah Rousseau,9149234837,http://www.downtoearthmarkets.com,Sun 8:30am-1pm,April 23-December 17,P/M/X,Y,Y,N,Y,40.93322,-73.75951,"(40.93322, -73.75951)"
Westchester,Ossining Farmers' Market,100 Main Street @ Spring St. Market Square,100 Main Street,Ossining,NY,10562,Dacotah Rousseau,9149234837,http://www.downtoearthmarkets.com,Sat 8:30am-1pm,May 7-December 17,P/M/X,Y,Y,N,Y,41.16105,-73.86351,"(41.16105, -73.86351)"
Westchester,Pleasantville Farmers' Market,"Memorial Plaza parking lot, off Manville Rd. next to Train Station",Manville Rd and Wheeler Ave,Pleasantville,NY,10570,Steven Bates,9142054545,http://www.pleasantvillefarmersmarket.org,Saturday  8:30am-1pm,Year-round,YR,N,Y,N,Y,41.13526,-73.79218,"(41.13526, -73.79218)"
Westchester,Rye Farmers' Market,"9 Theodore Fremd Ave. Rye , behind Purchase Street Stores",9 Theodore Fremd Ave,Rye,NY,10580,Dacotah Rousseau,9149234837,http://www.downtoearthmarkets.com,Sun 8:30am-1pm,May 8-December 4,P/M/X,Y,Y,N,Y,40.98485,-73.68464,"(40.98485, -73.68464)"
Westchester,TaSH Farmers' Market,Patriots Park Route 9  Sleepy Hollow,Patriots Park Route 9,Sleepy Hollow,NY,10591,Linda Eder,9144717437,http://www.tashfarmersmarket.org,Sat 8:30am-12:30pm,May 28-November 19,P/M,Y,Y,N,Y,41.08525,-73.85924,"(41.08525, -73.85924)"
Westchester,TaSH Winter Farmers' Market,"250 West Main St Tarrytown, (Recreation Center Parking Lot)",250 West Main St,Tarrytown,NY,10591,Linda Eder,9144717437,http://www.tashfarmersmarket.org,"Sat 8:30a-12:30p, Alternate Sat",January 8-May 7,W/P,N,Y,Y,Y,41.07716,-73.86799,"(41.07716, -73.86799)"
Westchester,White Plains (International) Wed Farmers' Market,125 Court St. btwn Martine Ave. & Main St.,125 Court St,White Plains,NY,10601,Sebastien Bensidoun,3125025603,http://www.whiteplainsfarmersmarket.com,Wed 8:30am-3:30pm,April 20-November 23,P/M,Y,N,N,Y,41.02944,-73.76659,"(41.02944, -73.76659)"
Wyoming,Farm & Artisan Market at the Villa,Artisan Villa  140 North Main St.  Warsaw,140 North Main Street,Warsaw,NY,14569,Lisa Seewaldt,5857868766,http://www.marketatthevilla.com,Wed 2pm-6pm,May 11-October 26,P/M,Y,Y,N,Y,42.74311,-78.13256,"(42.74311, -78.13256)"
Wyoming,Plato Dale Farm Stand,5401 Curriers Road  Arcade NY,5401 Curriers Road,Arcade,NY,14009,Kent Miller,5854571358,http://platodalefarm.com,9am-6pm  Daily,Year-Round,YR,N,N,N,Y,42.63228,-78.4172,"(42.63228, -78.4172)"
Yates,Yates County Co-op Farm & Craft Market,"""Penn Yan Farmers Market"", Jacob Street Penn Yan",Jacob Street,Penn Yan,NY,14527,Rivka Davis,6072435234,,Saturday  8:00am-12:30pm,June 11 - October 8,P/M,N,N,N,Y,42.66095,-77.05365,"(42.66095, -77.05365)"
